íÖèá,înàÛ2,înàÛ3,înàÛ4,înàÛ5,înàÛ6,înàÛ7,înàÛ8,ògÉRÅ[ÉX,ògãRéË,ògí≤ã≥ét
1,0,3,1,1,5,0,0,15.2,12.6,0
1,0,1,1,1,0,0,0,15,10.5,38.2
1,0,0,1,1,0,0,1,15.5,9.3,21.5
0,0,0,2,1,0,5,0,19,13.2,22
0,0,5,1,1,1,4,1,15.2,13.1,24.5
0,0,4,4,1,3,2,0,15,16.8,21
0,0,0,1,1,0,0,0,19,25,4.5
0,0,0,1,1,1,1,0,14.2,#N/A,2.7
0,0,1,1,1,4,3,0,14.7,8.4,11.4
0,0,0,1,1,0,0,1,15.5,9.3,8.8
0,0,0,1,1,0,0,0,12.3,8.8,4
0,0,2,1,1,2,1,0,13.3,12.2,11.1
0,0,0,1,1,0,0,0,13.3,#N/A,#N/A
0,0,0,1,1,0,0,0,14.7,13.1,9
0,0,0,1,1,0,0,0,14.2,#N/A,#N/A
0,0,0,3,1,0,0,0,12.3,8.9,11.5
1,0,2,2,2,0,5,0,18,32.6,11.9
1,5,4,2,4,4,4,0,17.2,36.7,29.7
1,0,1,1,3,5,2,0,10.8,37,10.7
0,5,0,1,1,0,0,0,15.1,13.3,22.2
0,0,0,2,1,0,0,1,15.1,15.5,17
0,0,3,1,1,1,0,0,15.1,15.8,14.6
0,0,0,1,1,0,1,1,10.9,21.8,20
0,0,0,2,1,0,0,0,17.2,13.1,12.5
0,0,0,1,1,0,1,0,14.6,6.6,35.4
0,0,0,1,1,0,0,0,15.1,19.2,6.6
0,5,0,1,1,0,0,0,14.6,21.6,5.8
0,0,1,1,1,1,3,1,15.5,10.5,17
0,0,5,1,2,2,0,0,15.5,13,4
0,0,0,1,4,3,0,0,10.9,#N/A,32.6
0,0,0,1,1,0,0,0,18,14.7,4
0,0,0,3,1,0,0,0,10.8,9.3,12.5
1,0,5,1,1,5,5,0,14,20.5,16
1,0,2,3,1,2,1,1,15.9,19.1,26.1
1,0,3,2,4,4,4,0,19.1,#N/A,16.1
0,0,1,3,3,1,3,0,19.1,33.3,19.6
0,0,1,2,1,1,0,1,18.7,21.5,8.1
0,0,4,1,2,3,2,0,15.9,16.6,0
0,0,0,1,1,0,1,0,18.5,12.3,12
0,0,0,1,1,0,0,1,18.5,20.5,25
0,0,0,3,1,0,0,0,16.9,10.9,0
0,0,0,3,1,0,0,0,16.9,11.1,9.7
0,0,0,1,1,0,0,0,18.7,12.1,17.7
0,0,0,1,1,0,0,0,15.4,7.6,14.8
1,0,4,1,2,3,4,0,16.9,7.5,0
1,0,5,3,1,1,3,1,13.9,15.8,8.3
1,0,0,1,4,1,0,0,12.9,46.4,19.2
0,5,1,2,2,5,5,0,20.6,42,11.3
0,0,0,1,1,2,1,1,13.3,5.1,9
0,0,0,1,1,0,0,0,13.9,13.9,#N/A
0,0,3,1,2,4,1,0,17.5,15.3,17.2
0,0,1,3,1,0,0,0,13.3,#N/A,#N/A
0,0,0,1,1,0,0,0,25.6,#N/A,#N/A
0,0,0,1,1,0,0,0,18.3,#N/A,#N/A
0,0,2,1,1,0,2,1,12.9,28.8,17
0,0,0,1,1,0,0,0,20.6,#N/A,#N/A
0,0,0,1,1,0,0,0,18.3,#N/A,#N/A
1,5,5,1,1,4,5,0,15.1,#N/A,16.1
1,0,4,2,1,5,1,0,15.1,13.3,32.7
1,0,1,1,3,0,2,1,15.1,19.2,20
0,0,2,2,3,2,3,0,15.5,46.4,24.6
0,0,3,4,2,3,4,0,14.6,31,28.5
0,0,0,1,1,0,0,0,17.2,5,23.5
0,0,0,4,1,0,0,1,10.9,10,0
0,0,1,1,1,1,0,0,15.5,3.9,3.4
0,0,0,4,1,0,1,0,10.8,10,23.9
0,0,0,1,1,0,0,0,15.1,15.5,21.7
0,0,0,1,1,1,0,1,10.9,11.3,16.6
0,0,0,1,1,0,0,0,18,7.1,4.7
0,0,0,2,1,0,0,0,10.8,6.4,6.8
1,0,4,1,1,4,2,0,13.4,5,11.1
1,0,1,1,2,2,5,0,17.1,34.2,15.3
1,0,1,4,1,1,4,0,18.1,20,9.5
0,0,2,1,1,1,1,0,19.9,12.7,17.3
0,0,5,1,3,5,1,0,17.1,31.8,6.6
0,5,3,1,3,3,3,1,14.6,21.7,29.1
0,0,0,1,1,0,0,0,17.3,#N/A,14.6
0,0,0,1,1,0,0,0,18.1,3,16.4
0,0,0,0,1,0,0,1,15.2,22.2,21
0,0,0,2,1,0,0,1,15.5,#N/A,12.1
0,0,0,1,2,0,0,0,14.6,20.5,18.7
0,0,0,1,2,0,0,0,19.9,10,#N/A
0,0,0,2,1,0,0,0,15.5,14,12.7
0,0,0,1,1,0,0,0,17.3,14.4,10.5
1,0,5,1,1,5,2,0,18.7,18.2,19
1,0,2,2,1,3,5,0,18.5,31.4,8.5
1,0,3,1,1,0,0,0,15.9,#N/A,12.2
0,0,4,1,4,4,4,0,19.1,31.1,12.2
0,0,1,2,2,0,3,0,16.9,26.8,26
0,0,1,1,1,0,0,1,19.1,17.6,5.7
0,0,0,3,1,2,0,1,14,20.5,15.6
0,0,0,3,1,1,1,0,18.7,13.5,5.9
0,1,0,1,1,0,0,0,18.5,14.8,11.9
0,0,0,2,1,1,0,1,15.4,#N/A,25.5
0,0,0,1,1,0,1,0,15.9,5.4,18.9
0,0,0,4,1,0,0,0,16.9,9.4,15.3
1,0,0,2,4,0,0,0,15,#N/A,30.5
1,0,3,1,2,3,1,0,15.1,30.7,25
1,0,0,1,1,0,0,0,15,13.7,8.6
0,0,4,3,3,5,3,1,14.2,43.5,31.5
0,0,0,1,1,0,1,0,15.1,21.2,24.1
0,0,5,2,1,4,5,0,16.8,8.9,5.5
0,0,0,2,1,0,0,0,15.2,10,11.4
0,5,2,1,4,1,4,0,22.7,42,33.3
0,0,0,1,1,0,0,0,15.2,7.4,2.6
0,5,1,1,1,2,0,1,17.4,5.8,3.4
0,5,1,1,2,1,2,1,31.1,27.5,30.7
0,3,0,1,1,0,0,0,17.4,15.6,23.5
0,0,0,1,1,0,0,0,22.7,#N/A,13.3
0,0,0,1,2,0,0,0,14.2,17.4,16.1
1,1,5,1,1,5,5,0,12.3,#N/A,25.7
1,0,4,1,4,4,2,0,14.2,37.5,12.2
1,0,2,1,1,0,0,1,15.2,12,25
0,0,3,2,1,3,4,0,14.7,18.5,11.5
0,0,1,1,1,1,1,0,19,11.5,17
0,1,0,1,1,0,0,0,14.7,#N/A,20
0,0,0,1,1,0,1,0,15,41.3,10
0,0,0,1,1,0,0,0,14.2,3,32.3
0,0,0,1,1,0,0,0,13.3,0,0
0,0,0,1,1,0,0,0,19,9.3,23.6
0,0,0,1,1,0,0,0,15,6.9,0
0,0,0,1,1,0,0,0,13.3,12.2,16.9
0,0,0,1,1,2,0,0,15.5,14.5,21.9
0,0,1,2,1,1,3,0,12.3,2.3,5.5
0,0,0,1,1,0,0,1,15.2,9.5,13.6
0,5,0,1,2,0,0,1,15.5,17.6,20.8
1,0,4,3,1,0,4,0,15.5,5.8,11.7
1,0,0,1,1,1,0,0,15.2,12.8,19.3
1,0,3,1,1,3,3,0,17.3,11.4,12
0,0,5,3,1,5,5,0,19.9,14.8,13.1
0,0,1,1,1,2,1,1,13.4,13.7,26
0,0,2,1,1,4,1,0,17.3,23.8,13.6
0,0,0,1,1,0,0,0,14.6,8.5,14.2
0,0,1,1,1,1,2,1,15.5,12,15.7
0,0,0,2,1,0,0,0,18.1,10.2,10.1
0,0,0,1,1,0,0,0,17.1,6.2,0
0,0,0,1,1,0,0,0,18.1,#N/A,13.6
0,0,0,1,1,0,0,1,19.9,6.7,14.6
0,0,0,1,1,0,0,0,14.6,6.6,12
0,0,0,1,1,0,0,0,17.1,13.5,11.9
1,0,1,1,1,0,0,0,32.2,16.4,24
1,3,2,1,3,2,5,0,31.2,39.4,15.2
1,0,0,1,1,1,1,0,6.2,11.5,8.1
0,0,3,1,1,4,0,0,16.1,13.5,22.2
0,5,0,4,4,0,4,0,20.6,#N/A,16.1
0,0,1,1,1,1,1,1,6.2,13.7,22.2
0,0,5,2,1,3,3,1,12.5,6,12.1
0,0,4,2,4,5,2,0,20.6,33.3,18.6
0,0,0,1,1,0,0,1,18.7,7.6,0
0,0,0,1,1,0,0,0,#N/A,4.4,6.2
0,0,0,1,1,0,0,0,16.1,0,7.4
0,0,0,1,1,0,0,0,32.2,8.5,18.7
1,0,1,1,1,0,0,1,13.9,4.2,6.6
1,0,2,1,1,4,5,0,18.3,17.5,21.5
1,0,3,1,1,2,2,0,20.6,17.6,8.6
0,0,4,1,1,3,4,0,12.9,46.4,19.7
0,0,0,1,1,0,0,1,17.5,6.4,13.8
0,0,5,1,1,5,3,0,16.9,#N/A,22.5
0,0,0,1,1,0,0,0,25.6,21.6,33.3
0,0,1,1,1,1,1,0,18.3,7.2,16.6
0,0,0,1,1,1,1,1,13.3,5.1,13
1,0,0,1,1,0,0,1,18.8,9.2,6.9
1,0,0,1,1,0,2,0,15.2,9.1,17.6
1,0,1,2,1,1,0,1,6.5,12.5,11.3
0,0,2,2,1,1,3,0,9.5,12.5,3.8
0,0,4,1,1,0,0,0,15.2,6.1,8
0,0,3,1,2,3,5,0,19.6,33.9,15.7
0,0,0,1,1,2,4,0,9.5,18.7,16.9
0,0,1,1,1,5,0,0,7.8,8.5,10.8
0,0,0,1,1,0,0,0,6.5,8.6,12.5
0,0,0,1,1,0,0,0,10,3.9,6.6
0,0,0,1,1,0,0,0,19.6,0,16.6
0,0,0,1,1,0,1,0,18.8,0,4.5
0,0,0,1,1,0,1,0,19.6,2,4.8
0,0,0,4,1,0,0,1,18.8,16.5,30.5
0,0,5,1,1,4,0,0,7.8,5,12.7
0,0,0,1,1,0,0,0,8.3,7.7,19.4
0,0,0,1,1,0,0,0,8.3,4.5,7.4
0,0,0,1,1,0,0,0,10,22.2,22.2
1,0,0,1,1,0,0,1,17.3,15.1,16.3
1,0,1,1,1,1,1,0,14.9,8.4,4.1
1,3,2,1,1,1,4,1,15.9,22.9,18.1
0,0,1,3,1,3,2,0,17.3,7.8,28.9
0,0,3,1,3,2,5,0,14.9,30.4,12.2
0,0,0,1,1,0,0,0,15.9,12.7,24.2
0,0,4,0,2,5,1,0,12.8,8.2,4.1
0,0,0,0,1,0,0,0,12.1,3.4,0
0,1,0,1,1,0,0,0,13.2,0,5.2
0,1,0,2,1,0,0,0,12.8,19.1,16
0,3,0,1,1,0,0,1,13.2,9,13.6
0,0,5,3,1,4,3,0,13,5.1,12.8
0,0,0,1,1,0,0,0,12.4,14.6,10.8
1,5,1,1,1,5,5,0,16.6,17.1,30.9
1,0,5,1,1,4,2,0,18.4,15.1,11.5
1,5,2,1,1,0,3,1,12.6,14.9,33.3
0,0,0,1,2,1,1,1,17.6,16,15
0,5,4,2,1,0,0,0,10.4,6.7,12
0,5,1,1,1,3,0,1,10.4,15.8,20.8
0,0,0,1,1,0,0,0,12.6,1.7,0
0,0,0,1,1,2,0,0,12.5,0,14
0,5,0,1,1,0,0,0,12.5,11.5,32.3
0,0,3,3,1,0,1,0,20.8,7.3,8.8
0,5,0,1,2,1,4,0,15.8,38,22.2
1,5,4,1,1,5,2,0,15.4,10.8,27.2
1,5,5,1,2,4,5,0,17.3,32.1,12.8
1,0,1,1,1,2,1,1,10.7,10.4,21.5
0,0,3,4,1,3,1,0,12.2,17.9,0
0,0,2,1,1,1,4,0,9.4,14.9,19.5
0,0,0,1,1,0,0,0,17.7,11.5,7.5
0,0,0,1,1,0,0,0,17.3,0,6.9
0,0,1,2,1,0,0,1,11.9,7.1,0
0,5,0,2,1,0,0,0,13.3,10.9,22
0,0,0,2,1,0,0,0,17.7,8.4,6.8
0,5,0,2,1,1,3,1,11.9,9.9,18.7
1,0,0,1,1,0,0,1,15.2,15,20
1,0,0,1,1,4,5,0,11.9,15.3,5.2
1,3,5,4,1,2,2,0,15.2,7.8,25
0,0,3,1,1,0,1,1,15.4,8.8,15.3
0,0,4,2,1,1,3,0,15.2,6.6,6.6
0,0,0,4,1,0,0,0,11.9,5.4,0
0,0,0,1,1,0,1,0,15.5,8.2,0
0,0,0,1,1,1,0,0,14.6,15.9,13.3
0,1,0,1,1,0,0,0,16.4,9.3,9.7
0,0,2,1,1,5,0,0,15.5,5.6,20
0,0,1,1,2,3,4,0,13.6,29.2,15.2
0,0,0,0,1,0,0,0,13.6,0,8.3
0,0,0,1,1,0,0,0,15.4,3.5,16
0,5,1,1,1,0,0,1,14.6,13.9,36.8
0,0,0,1,1,0,0,0,16.4,7.1,8.1
1,0,1,3,1,0,1,0,12.4,12.3,10.1
1,1,2,1,1,0,1,0,17.3,0,12.9
1,0,0,1,3,2,0,1,13.2,32.4,23.8
0,0,5,3,1,5,3,0,17.3,15.1,25
0,0,0,1,1,3,0,1,13,15.3,17.1
0,0,3,1,1,1,2,0,14.9,8,9.8
0,3,0,1,1,1,0,0,12.8,17,7.5
0,0,1,2,1,0,4,0,12.4,19.5,10.3
0,0,0,1,1,0,0,1,14.9,10.8,10.5
0,0,4,1,1,0,5,0,12.8,14.7,17.7
0,0,0,1,1,4,0,0,12.1,7.7,0
0,0,0,1,1,0,0,0,13.2,11.1,16.6
0,0,0,1,1,0,0,0,15.9,21,10
0,0,0,1,1,0,0,0,13,5.4,3
0,0,0,1,1,0,0,0,15.9,5.4,9
1,0,5,1,1,5,5,0,15.6,17,32.5
1,5,2,2,2,2,1,0,10.7,11.6,22.6
1,0,0,1,1,0,0,0,10.7,9.7,15.5
0,0,3,1,1,3,3,1,11.3,16.9,10.2
0,0,4,1,1,4,4,0,14.1,16.3,11.4
0,0,0,1,1,0,0,0,11.4,13,16.6
0,0,1,1,1,1,2,0,14.1,34.8,0
0,0,0,1,1,0,0,0,10,6.1,4.8
0,5,1,1,1,1,0,1,14.7,21.5,34.8
0,0,0,1,1,0,0,0,13.2,0,10.3
0,0,0,3,1,0,0,0,11.3,2.5,14.2
0,0,0,4,1,0,0,0,13.2,6.3,19.5
0,0,0,4,1,0,0,0,11.4,12.9,4.1
0,3,0,1,1,0,1,1,14.7,10.5,17.3
0,0,0,1,1,0,0,0,15.6,14.4,15.5
0,0,0,1,1,0,0,0,10,10.5,0
1,5,3,1,1,3,2,0,10.6,17.5,22.5
1,5,2,2,1,1,3,1,11.2,10.8,16
1,5,5,1,1,5,4,0,12.5,17,21.5
0,0,4,2,1,4,5,0,9,12.9,5.5
0,0,0,1,1,0,0,0,12.7,0,0
0,0,0,1,1,0,0,0,10.6,14.5,14.7
0,0,1,2,1,2,1,0,13.6,17.7,8.1
0,3,0,1,1,0,0,0,16.7,9.1,14.2
0,3,1,1,2,1,1,1,12.5,11.7,0
0,0,0,1,1,0,0,1,11.2,24.5,11.5
0,0,0,1,1,0,0,0,13.6,11.5,9.3
0,0,0,1,0,0,0,0,14.3,3.3,29.4
0,0,0,1,2,0,0,0,16.7,9.2,13
0,0,0,1,1,0,0,0,14.3,0,8.3
1,0,0,1,1,0,0,0,14.6,9,3.5
1,0,0,1,1,0,0,0,13.6,0,0
1,0,1,1,1,0,0,1,13.6,0,17.8
0,0,1,1,1,0,3,1,15.2,3.2,10.5
0,0,0,2,1,0,0,1,15.5,1.8,8.5
0,0,5,3,1,3,1,0,16.4,5.8,14.2
0,0,0,1,1,0,0,0,15.4,9,2.5
0,0,2,4,1,2,5,0,15.4,17.1,17.9
0,3,0,1,1,0,0,0,15.5,10.3,4.6
0,0,3,1,1,5,1,0,14.6,30.4,11.1
0,5,0,1,1,0,0,0,16.4,15.2,15.7
0,3,0,1,1,0,0,0,15.2,9.5,15
0,0,4,4,1,4,4,0,15.2,18.1,19.4
0,0,0,1,1,1,2,0,11.9,10.2,8
0,0,0,1,1,1,0,0,11.9,12.1,8
1,0,5,2,1,4,1,0,13,17,33.3
1,0,0,1,2,0,0,0,11.7,17.7,13.6
1,0,1,4,3,5,5,0,24,16,11.1
0,0,1,1,1,3,3,0,21.3,34.4,0
0,3,3,1,1,2,1,0,13.7,20.4,8.3
0,0,4,1,1,1,2,1,24,12.5,13.2
0,5,0,1,1,0,0,0,5.8,8.6,9
0,0,0,1,1,0,0,1,14.2,8.5,13.5
0,0,2,1,1,1,4,0,5.8,4.3,7.1
0,0,0,3,1,0,0,0,13.7,10,14.2
0,0,0,1,1,0,0,0,21.3,5,11.4
0,0,0,1,1,0,0,0,10.9,4.3,13.8
0,5,0,1,1,0,0,1,13,10.5,5.8
0,0,0,1,1,0,0,0,14.2,9.7,10.8
0,0,0,1,1,0,0,0,11.7,1.6,18.7
1,0,4,1,2,5,4,0,14.1,15.4,16.9
1,0,3,2,1,3,5,0,10.7,32.1,21.4
1,5,0,2,1,0,0,1,10,15.1,9.6
0,1,0,1,1,0,0,0,15.6,8.6,2.1
0,0,0,2,1,4,0,0,14.7,11.7,4.5
0,0,0,1,1,0,0,0,13.2,6.3,16.9
0,0,1,1,1,0,1,0,14.1,2.5,0
0,1,5,1,1,1,2,1,11.4,4.3,12.5
0,5,0,1,2,2,0,0,15.6,10,9.5
0,0,2,1,1,1,3,0,13.2,2.2,16
0,0,1,1,1,0,1,0,15.6,0,0
0,0,0,1,1,0,0,0,14.7,14.2,5
0,0,0,1,1,0,0,0,11.3,9.3,6.2
0,0,0,1,1,0,0,0,10.7,11.5,8.8
0,0,0,1,1,0,0,0,10.7,6.2,6.5
0,0,0,1,1,0,0,0,10,10.5,27.7
0,0,0,1,1,0,0,0,11.3,14.5,5.2
0,1,0,4,1,0,0,1,11.4,12.5,0
1,3,0,1,2,1,2,1,14.6,18,17.6
1,3,0,1,1,0,0,0,16,14.2,15
1,0,0,2,1,1,0,1,17.3,4.2,10.8
0,0,0,1,1,0,0,0,15,20,20.5
0,0,1,1,1,0,0,0,14.6,12,10
0,0,0,1,1,0,0,0,16.5,13.6,0
0,0,3,1,1,2,5,0,16.5,28.2,18.7
0,0,0,1,2,0,0,0,16,7.6,11.1
0,3,1,3,1,0,0,0,14.2,12.9,16.3
0,5,0,1,2,0,1,1,13.9,25.8,18
0,0,4,1,1,4,1,0,16.6,10,29.4
0,3,5,1,1,3,4,0,14.2,0,10.2
0,0,0,1,1,0,0,0,16.6,9.7,4.7
0,0,0,4,1,0,0,0,17.3,6.2,13.1
0,3,2,1,1,5,3,0,13.9,21.6,22.2
0,0,0,1,1,0,0,0,15,6.3,9.5
1,3,5,1,1,0,1,0,15.1,13.9,12.5
1,0,0,3,1,1,0,0,14.7,16,12.2
1,0,0,1,1,0,0,1,14.1,15.8,14.8
0,3,0,3,1,0,0,0,14.1,14.3,15.6
0,0,1,1,1,5,4,0,15.1,0,0
0,3,3,3,1,3,0,0,16.6,12.6,21.7
0,0,2,1,1,4,5,0,14,23.6,16.6
0,3,0,1,1,0,0,0,13.6,4.6,11.6
0,0,4,1,1,2,0,0,13.6,5.7,11.6
0,3,0,1,1,0,0,1,15,8.8,38
0,0,0,1,1,0,0,0,13.6,3.3,11.9
0,0,0,0,1,0,0,0,14.7,4.3,11.1
0,3,0,1,1,0,3,0,16.6,9,12.5
0,0,0,1,1,0,1,0,15,12.5,17.3
0,0,0,1,1,0,0,0,14,17.3,15
0,0,1,1,2,1,2,1,13.7,4.6,12
0,0,0,1,1,0,0,0,13.7,10.3,16.6
1,3,5,1,1,3,4,0,20.5,13.3,17.2
1,0,4,1,1,4,5,0,12.4,14.9,11.7
1,0,3,4,1,5,3,0,15.4,18.9,33.3
0,0,0,1,1,1,2,1,12.8,14.9,0
0,5,2,1,2,2,1,0,18.3,25.2,14.6
0,3,1,4,1,0,0,1,14.7,11.8,9.3
0,3,0,1,1,0,1,0,17,13.4,16.3
1,0,0,2,1,0,0,0,14,3.2,16.6
1,0,0,1,2,2,1,0,13.6,11.2,3.1
1,0,0,1,1,0,3,1,15,11.5,30.7
0,3,0,1,1,0,2,0,14.1,0,8.8
0,3,0,1,1,0,0,1,14.7,5,16.1
0,5,0,1,1,5,5,0,15,21.4,38.2
0,0,0,4,1,3,0,0,16.6,17,25
0,0,3,1,1,1,0,1,14.7,4,10
0,0,5,1,1,4,0,0,16.6,5.5,2.9
0,0,1,3,1,0,1,0,15.1,11.8,12.5
0,0,0,1,1,0,0,0,15.1,6.9,3.7
0,0,2,1,1,0,0,0,13.6,9.7,9.6
0,0,1,1,1,0,4,0,13.7,13.3,6
0,0,4,1,1,1,0,0,14.1,12.6,21
1,0,0,2,1,1,1,1,16.6,10,15.9
1,0,3,3,1,4,2,0,13.9,14.6,31.1
1,5,5,2,2,2,4,0,14.2,17.1,5.7
0,0,1,3,1,1,0,0,13.9,9,10
0,0,4,1,1,5,5,0,17.3,12.9,10
0,0,2,1,1,0,1,1,15,10.6,0
0,5,0,1,1,0,0,0,14.6,12,18.5
0,0,0,1,1,0,0,0,17.3,19.2,24.3
0,0,1,1,1,0,3,0,14.6,18,16.2
0,0,0,1,1,0,0,0,16,10.6,2.2
0,0,0,1,1,0,0,0,14.2,2.2,10.5
0,0,0,4,1,3,0,1,16.5,6.3,20
0,3,0,4,1,0,0,0,16,21,16.6
0,3,0,1,1,0,0,0,16.6,10.5,20.3
0,0,0,1,1,0,0,0,16.5,12.6,20.6
1,5,3,1,1,0,4,1,18.3,14.3,20
1,5,1,4,1,1,5,1,20.5,21.7,30.5
1,0,4,2,1,4,3,0,14.7,24.3,2.2
0,0,0,1,1,0,1,0,14.7,8.5,0
0,5,0,1,1,0,2,0,17,10.5,11.4
0,0,0,1,1,2,0,0,15.4,11.6,9.7
0,0,2,4,2,3,0,0,15.4,5,18.1
0,0,0,2,1,5,0,0,12.8,10.7,14.8
0,3,0,2,1,0,0,0,12.8,8.1,24.5
0,5,0,2,1,0,0,0,12.4,14.9,20.2
0,0,5,0,1,0,1,0,20.5,27.1,3.5
0,0,0,1,1,0,0,0,12.4,2.4,2.9
0,0,0,2,1,0,0,0,17,18.3,11.6
0,0,0,1,1,0,0,0,13.2,7.4,21.2
0,3,0,3,1,0,0,0,18.3,4.9,14
0,5,1,1,2,1,0,1,13.2,16.9,18.9
1,0,3,1,1,3,5,0,14.7,24.1,16.2
1,0,4,4,1,2,2,0,14,15.7,12.5
1,0,2,4,1,5,1,0,13.7,13.3,24.3
0,3,1,1,1,0,1,0,16.6,11.8,23.8
0,0,5,1,1,4,3,0,15,19.3,16.4
0,3,0,1,1,0,0,0,13.6,#N/A,9.8
0,3,0,1,1,0,0,0,13.6,7.4,14.5
0,1,0,1,3,0,4,1,15,27.4,8.8
0,5,1,1,1,0,0,1,13.6,5.8,32.5
0,0,0,1,1,0,0,0,13.7,8.9,4.3
0,3,0,1,1,0,0,0,14.1,14.3,14.8
0,0,0,1,1,0,0,0,14.1,7.1,20
0,0,0,1,1,1,0,0,16.6,10.7,18
0,3,0,1,2,0,0,1,14,14.9,12
0,0,0,1,1,0,0,0,15.1,0,4
0,0,0,1,1,1,0,0,16.6,12.6,9.6
0,3,0,1,1,0,0,0,14.7,3.9,14
0,0,0,1,1,0,0,0,15.1,0,8.6
1,5,3,2,1,3,4,0,18.3,#N/A,15.5
1,0,0,1,1,1,0,0,13.2,11.5,8.6
1,5,5,1,1,5,5,0,12.8,14,7.6
0,0,1,1,1,0,1,1,17,15.7,17.5
0,0,0,1,1,0,0,0,14.7,13.3,9.7
0,5,2,1,1,2,2,0,12.4,19.6,20
0,5,4,2,1,4,3,0,12.4,12.6,21.7
0,3,0,1,2,0,0,1,15.4,25,9
0,3,0,1,2,0,0,1,17,17.2,21.4
0,0,1,1,1,0,1,0,20.5,11.7,19
0,0,0,1,1,0,0,0,13.2,13.2,7.1
0,0,0,1,1,0,0,0,14.7,12.5,7.1
0,1,0,1,1,0,0,0,12.8,6.8,23.5
0,0,0,1,1,1,0,0,15.4,16,17.5
0,0,0,1,1,0,0,0,18.3,50,9.6
1,3,0,1,1,0,0,1,16.6,13.7,18.1
1,0,5,4,1,4,5,0,14.6,2.7,15.6
1,0,1,1,1,0,0,0,14.2,13.1,17.3
0,0,4,1,1,3,4,0,15,10.6,18.9
0,0,3,1,1,5,1,0,16,6.8,22.4
0,3,1,1,1,2,3,0,14.6,#N/A,14.2
0,0,2,1,1,1,2,0,16.5,11.6,18.4
0,5,0,1,1,0,0,0,16,10.6,22.8
0,0,0,1,1,0,0,0,13.9,18.3,21.2
0,3,0,1,1,0,0,1,13.9,9.8,22.2
0,5,0,1,0,0,0,1,17.3,12.9,22.4
0,0,0,4,1,0,0,0,16.5,7,0
0,0,0,4,1,0,0,0,14.2,5.8,0
0,3,0,1,1,0,0,0,17.3,19.1,21.8
0,3,0,1,1,1,1,0,15,17.5,22.7
0,0,0,1,1,0,0,0,16.6,10.5,14.2
1,3,3,4,2,5,3,0,14.4,#N/A,26.1
1,0,4,4,2,4,4,0,15,19.6,22.6
1,0,5,1,1,1,5,0,14.4,10,14.6
0,0,0,1,1,0,0,0,16.4,16.9,22.2
0,0,0,1,1,0,0,0,19.3,19.4,8
0,0,1,1,1,0,1,0,19.3,14.8,9.7
0,0,1,1,1,2,2,1,23.4,13.3,15.2
0,0,0,1,1,1,1,0,15.1,20.3,16
0,0,0,1,1,0,0,1,16.4,14.9,13.8
0,0,0,1,3,0,0,0,21,10.5,8.6
0,0,0,1,1,0,0,0,21,8.9,24.5
0,0,2,1,1,0,0,0,15,0,20.5
0,0,0,1,1,0,0,0,14.4,3.7,11.1
0,0,0,1,1,0,0,0,23.4,9.5,19.4
